Sl.No,Mol_Smiles,Mol_Code,Pol_DFT,Den_MD,pol_den_product/1000,RI_LL,Pol_geom,nBB,MW_pybel,RI_geom
308190,C1NCN(C(N1)Sc1cccs1)c1nccs1,F2-F7-F9-F14,170.4488,1393.03,237.440291864,1.5363,176.3963,4,284.42408,1.55894870776
477384,c1ccc(cn1)c1ncsc1c1ccnc(c1)c1ccco1,F11-F14-F15-F11,227.4185,1261.89,286.977130965,1.6199,235.504,4,305.35374,1.64762942555
465086,n1ccc(cc1)c1ccncc1c1ccc(o1)c1cscc1,F7-F15-F11-F11,225.3229,1227.75,276.640190475,1.5947,233.8733,4,304.36568,1.62280566
195345,Oc1ccc(cn1)C1NCN(CN1)c1cscc1,F9-F11-F7-F3,165.234,1320.3,218.1584502,1.5338,171.2038,4,262.33076,1.55716341847
1311857,n1ccc(cc1)c1sccc1c1cc2ccccc2cc1c1scnn1,F7-F16-F11-F8,274.7144,1260.2,346.19508688,1.6134,293.1427,4,371.47802,1.6655895281
449672,C1NCN(CN1)c1coc(c1)C1CCCC1c1nccs1,F10-F15-F14-F9,197.3691,1239.96,244.729789236,1.5127,200.2428,4,304.4105,1.52161941531
1323833,c1ccc(c(c1)c1cscn1)N1CNCN(C1)c1cccc2c1cccc2,F9-F16-F5-F14,274.7346,1228.94,337.632339324,1.5927,284.7751,4,372.486,1.61964406729
1120966,c1coc(c1)c1cccc2c1ccc(c2)c1ncsc1c1cccs1,F14-F16-F7-F15,277.6418,1265.93,351.475083874,1.6515,294.9703,4,359.46402,1.70396724544
895158,c1ccc(nc1)c1cc(cc2c1cccc2)c1coc(c1)c1cocc1,F15-F15-F16-F11,275.707,1201.88,331.36672916,1.6552,287.4851,4,337.3707,1.69116815823
1136876,n1ccc(cc1)c1cncc(n1)c1ccnc(c1)c1ccc2c(c1)cccc2,F11-F16-F12-F11,302.6226,1193.95,361.31625327,1.6725,313.3603,4,360.41064,1.70333688455
956050,c1ccc(cn1)c1scc(c1)c1occ(c1)c1ccc2c(c1)cccc2,F15-F16-F7-F11,298.1391,1238.09,369.123038319,1.7089,311.466,4,353.4363,1.75077343264
1236122,N1CNC(NC1)c1cc(cnc1c1ccccc1)c1ccc2c(c1)cccc2,F11-F16-F5-F9,298.1656,1160.71,346.083793576,1.6236,318.2509,4,366.45828,1.67720332685
32105,Cc1sc(c(n1)c1cncs1)S,F2-F14-F1-F14,133.858,1395.32,186.77474456,1.5648,137.5603,4,214.33094,1.58396224099
1199771,c1ccc(cc1)c1c(ccc2c1cccc2)c1cccc(n1)c1nccs1,F11-F16-F14-F5,295.4888,1185.07,350.174912216,1.6372,309.6723,4,364.46224,1.67625579983
1407589,C1CSC(C(S1)c1ccnc(c1)c1ccco1)c1cccc2c1cccc2,F6-F11-F15-F16,293.2236,1228.02,360.084445272,1.6072,299.2529,4,389.53306,1.62281385581
1482160,C1CSC(CS1)c1cccc2c1ccc(c2)C1NCNCN1c1ccncc1,F9-F16-F11-F6,297.4849,1251.36,372.260704464,1.5965,305.4721,4,408.58276,1.61636748069
1428039,N1CNC(NC1)N1CNCNC1c1c(ccc2c1cccc2)C1NCNCN1,F9-F16-F9-F9,264.9628,1225.41,324.688064748,1.5455,270.6644,4,383.49386,1.55968335267
1209004,n1ccc(cc1)c1ccc2c(c1)c(ccc2)c1ccccc1c1nccs1,F11-F16-F5-F14,285.5884,1183.82,338.085259688,1.6099,297.8529,4,364.46224,1.64279209836
350014,C1CCC(C1)c1cc(cnc1c1ccco1)c1cccs1,F10-F11-F15-F7,227.3497,1160.84,263.916625748,1.5823,244.9401,4,295.39868,1.63868599492
463205,c1ccc(nc1)c1csc(n1)Oc1ccc2c(c1)cccc2,F3-F14-F11-F16,228.811,1250.51,286.13044361,1.6201,238.7192,4,304.36568,1.65400110493
381448,c1ccc(cc1)c1cc(cc(c1)c1ccco1)c1ccccn1,F5-F15-F11-F5,250.181,1157.71,289.63704551,1.6483,258.7962,4,297.3499,1.67684616624
615877,N1CNC(NC1)c1cccnc1C1CCC(C1)c1cccs1,F7-F10-F11-F9,211.2919,1201.01,253.763684819,1.5151,217.6041,4,314.44838,1.53346312837
1044577,n1cc(nc(c1)c1cccc2c1cccc2)c1ccc(s1)c1ccco1,F7-F12-F16-F15,304.9384,1234.08,376.318380672,1.7243,318.6359,4,354.42436,1.76768219615
534305,c1ncc(s1)c1csc(c1)Oc1cccc2c1cccc2,F7-F14-F3-F16,222.7704,1285.34,286.335705936,1.6081,234.6513,4,309.40534,1.64894290522
761301,N1CNC(NC1)c1ncsc1c1ccc(nc1)c1cnccn1,F11-F14-F12-F9,229.9126,1321.25,303.77202275,1.6147,243.7179,4,325.3915,1.66147044906
473315,SN1CNCN(C1)C1(CCCC1)C1CSCCS1,F2-F9-F10-F6,185.5307,1239.26,229.920775282,1.4744,190.8217,4,305.52612,1.49024398124
847323,C1NCN(CN1)c1cc(ccc1N1CNCNC1)c1nccs1,F5-F14-F9-F9,235.5871,1294.44,304.953365724,1.6037,247.5586,4,331.43914,1.6422724747
