Sl.No,Mol_Smiles,Mol_Code,Pol_DFT,Den_MD,pol_den_product/1000,RI_LL,Pol_geom,nBB,MW_pybel,RI_geom
1091232,C1CSC(CS1)c1cccnc1c1cnc(cn1)c1cscc1,F6-F11-F12-F7,259.1444,1288.74,333.969754056,1.6152,273.7063,4,357.5161,1.65893762178
1012297,c1ccc(cn1)c1ccc(c2c1cccc2)c1cnc(cn1)c1ccco1,F11-F16-F12-F15,295.4946,1203.3,355.56865218,1.6856,321.5801,4,349.3847,1.76589970373
1025629,C1SCC(SC1)(c1ccoc1)c1ncc(s1)c1cccs1,F7-F14-F6-F15,232.404,1359.74,316.00901496,1.5867,238.137,4,351.52982,1.604587396
1464828,C1CSC(CS1)c1cnc(s1)C1(CSCCS1)c1nsnc1,F6-F14-F13-F6,243.8722,1430.22,348.790897884,1.5557,246.1847,4,405.6683,1.56209402683
171599,SC1NCNC(N1)c1cccc2c1c(C)ccc2,F9-F16-F2-F1,187.6113,1233.97,231.506715861,1.5816,194.751,4,259.36988,1.60899119633
855387,s1nc(c(n1)c1nsnc1)c1ccc(cn1)c1nncs1,F13-F13-F11-F8,211.4173,1502.47,317.648150731,1.6353,219.3042,4,331.3993,1.6654251008
1102892,C1NC(NC(N1)c1cc(cc2c1cccc2)c1ccccn1)C1CCCC1,F9-F16-F10-F11,285.431,1106.21,315.74662651,1.5722,295.4355,4,358.47934,1.59692378113
1327416,c1ccc(nc1)c1ccc2c(c1)cccc2c1scc(n1)c1nsnc1,F14-F16-F11-F13,291.4546,1305.48,380.488151208,1.6889,305.9032,4,372.46608,1.73365350715
1382863,n1csc(c1)c1cc2ccccc2c(c1)c1ccsc1c1scnn1,F7-F16-F8-F14,274.4955,1334.2,366.2318961,1.645,287.7843,4,377.50574,1.68504091845
9103,Sc1cccc(c1)c1cccnc1,F2-F5-F11,138.383,1157.78,160.21706974,1.5524,143.1282,3,187.26086,1.57550545267
375011,C1CCC(C1)c1ccncc1C1CCC(C1)c1cccs1,F10-F11-F10-F7,213.2907,1088.58,232.183990206,1.4951,219.3414,4,297.45762,1.51178707637
84193,Oc1cccc(n1)c1ccc(s1)c1ccco1,F3-F11-F7-F15,193.6758,1296.4,251.08130712,1.6981,200.738,4,243.28106,1.73141989208
609090,C1CC(C(C1)c1nncs1)c1ncc(s1)c1cccnc1,F10-F14-F8-F11,206.1113,1266.55,261.050267015,1.5328,215.5834,4,314.42846,1.56244444133
1093188,C1NCN(CN1)c1ccc(c2c1ccc(c2)c1cnccn1)c1cocc1,F9-F16-F12-F15,277.1724,1243.82,344.752574568,1.6404,289.4334,4,357.40846,1.67654990194
20224,ON1CNC(NC1)c1csc(c1)C,F1-F7-F9-F3,117.2333,1261.61,147.902703613,1.4668,120.6212,4,199.27332,1.48256532379
1381044,c1nc(c(s1)c1cscc1)c1ccc2c(c1)cccc2c1nncs1,F8-F16-F14-F7,275.4963,1335.27,367.861944501,1.6487,296.1993,4,377.50574,1.71179665613
1466803,S1CC(SC(C1)c1ccccn1)c1cccc2c1cc(cc2)c1cscc1,F6-F11-F16-F7,313.4313,1219.93,382.364245809,1.6222,320.8659,4,405.59866,1.64079536324
1168540,s1cnc(c1)C1NCNCN1c1cocc1c1cccc2c1cccc2,F15-F16-F9-F14,242.7605,1273.26,309.09723423,1.5502,253.8665,4,362.44812,1.580995748
727137,n1ccc(cc1)c1cnc(cc1c1nsnc1)c1cccs1,F7-F11-F13-F11,234.6841,1318.02,309.318337482,1.6361,246.7696,4,322.4074,1.67788228556
1404276,Cc1cc2ccccc2cc1c1cc(cc2c1cccc2)C1CSCCS1,F16-F16-F1-F6,312.8669,1150.71,360.019070499,1.6129,319.789,4,386.57218,1.6298441261
1053275,C1SCC(SC1)c1ccc(s1)c1cccc(c1)c1ccncc1,F5-F7-F6-F11,263.2838,1262.42,332.374734796,1.6158,277.7666,4,355.53998,1.65863137006
347423,c1coc(c1)c1cc(cc(c1)c1cocc1)c1nncs1,F5-F15-F15-F8,216.3176,1323.84,286.369891584,1.6474,221.0645,4,294.3278,1.66546812139
1480178,c1ccc(cc1)N1CNC(NC1)C1SCC(SC1)c1cccc2c1cccc2,F6-F9-F5-F16,303.1369,1223.45,370.872840305,1.5955,310.5162,4,407.5947,1.61349417909
980831,c1ccc(cc1)C1CSC(C(S1)c1nsnc1)c1ccco1,F5-F6-F13-F15,222.3402,1331.28,295.997061456,1.5514,225.2572,4,346.49016,1.56015710116
961505,o1ccc(c1)c1cnccc1c1c(ccc2c1cccc2)c1cccs1,F7-F16-F11-F15,260.6113,1206.58,314.448382354,1.5793,276.1049,4,353.4363,1.62213344941
26568,Cc1sc(c(n1)c1ccccn1)S,F2-F14-F1-F11,142.267,1254.45,178.46683815,1.5533,149.0083,4,208.30322,1.58542466433
924043,Cc1sc(c(c1)c1cccc2c1cccc2)C1CSCCS1,F1-F7-F6-F16,248.4339,1198.1,297.64865559,1.5629,257.3346,4,342.54122,1.58759699517
1147893,c1coc(c1)N1CNCN(C1)c1ccc2c(c1)cccc2c1ccsc1,F9-F16-F7-F15,267.5414,1256.17,336.077480438,1.6116,277.4409,4,361.46006,1.64004680586
274886,Sc1cc(cnc1c1nncs1)N1CNCNC1,F2-F11-F8-F9,191.9117,1410.71,270.731754307,1.6412,201.2136,4,280.37248,1.68099262513
675176,c1csc(n1)c1ncc(s1)c1cocc1c1scnn1,F14-F14-F15-F8,214.3083,1469.03,314.825321949,1.6608,222.656,4,318.39724,1.69389681626
1025191,C1CSC(CS1)c1oc(cc1c1cncs1)c1cscc1,F6-F15-F14-F7,235.8121,1333.66,314.493165286,1.5832,242.4474,4,351.52982,1.60352023679
1054141,N1CNC(NC1)c1ccc(c2c1cccc2)c1coc(c1)c1ccccc1,F15-F16-F5-F9,286.6981,1207.36,346.147818016,1.6482,296.06,4,355.43234,1.67519218838
1135957,c1scc(c1)c1cc(oc1c1nncs1)c1ccc2c(c1)cccc2,F15-F16-F7-F8,302.2656,1309.66,395.865165696,1.7573,311.473,4,360.45208,1.78842959799
502949,Cc1ccc(c2c1cccc2)c1scc(c1)c1nccs1,F7-F16-F14-F1,238.0552,1229.05,292.58174356,1.6297,250.949,4,307.43252,1.67309956693
315672,Cc1cocc1C1(CSCCS1)C1NCNCN1,F6-F9-F15-F1,173.4341,1290.53,223.821909073,1.4978,175.8507,4,285.42876,1.50603547622
778843,C1NCN(CN1)c1ccncc1C1NCN(CN1)c1cnccn1,F9-F11-F12-F9,213.7943,1289.77,275.745474311,1.5421,223.1999,4,327.38754,1.57106063818
1287644,c1csc(c1)c1c(ccc2c1cccc2)c1ccnc(c1)c1ncsc1,F11-F16-F14-F7,285.0578,1235.77,352.265877506,1.6289,293.9349,4,370.48996,1.65368369625
1298071,Sc1cc(N2CNCNC2)c2c(c1c1ccc3c(c1)cccc3)cccc2,F2-F16-F16-F9,302.3696,1195.78,361.567520288,1.6477,310.6849,4,371.49794,1.6703534628
1422713,N1CNC(NC1)(N1CNC(NC1)c1cncs1)c1cccc2c1cccc2,F9-F16-F9-F14,257.4372,1270.4,327.04821888,1.5537,262.9336,4,381.49782,1.56810628038
791163,C1NCN(CN1)c1csc(c1)C1(CCCC1)c1cscc1,F7-F10-F7-F9,213.7856,1233.7,263.74729472,1.5292,219.8757,4,319.48804,1.54732283698
710463,n1ccc(cc1)c1scnc1c1scc(c1)c1cccnc1,F7-F14-F11-F11,233.1838,1295.67,302.129254146,1.62,247.1167,4,321.41934,1.66703394572
1017197,C1CSC(CS1)c1cccc(c1)c1cccnc1c1ccccn1,F5-F6-F11-F11,252.4565,1199.5,302.82157175,1.559,263.1635,4,350.50032,1.58802763333
450029,CC1(NCNCN1)c1cc2ccccc2cc1c1ccccn1,F9-F16-F11-F1,237.6178,1162.31,276.185545118,1.5934,245.2831,4,304.3889,1.61722835329
296929,Oc1ncccc1c1ccncc1C1CSCCS1,F6-F11-F11-F3,187.8367,1268.1,238.19571927,1.5251,194.2991,4,290.40376,1.54685184426
506649,c1ccc(cc1)C1CC(C(C1)c1ccncc1)c1cnsn1,F5-F10-F11-F13,210.7713,1181.4,249.00521382,1.5173,215.5075,4,307.41268,1.53122188865
1261586,C1NCN(CN1)c1cnc(cn1)c1ccnc(c1)c1ccc2c(c1)cccc2,F11-F16-F12-F9,305.9525,1231.93,376.912063325,1.6902,329.3062,4,368.4344,1.75996177119
1071512,C1CSC(C(S1)c1cncc(c1)c1ccccn1)c1cccs1,F6-F11-F11-F7,244.9175,1263.02,309.33570085,1.5618,252.0428,4,356.52804,1.58183866847
1165098,c1ccc(cc1)c1ccsc1c1cccc2c1cccc2c1ccccc1,F7-F16-F5-F5,293.6716,1122.95,329.77852322,1.5954,310.2593,4,362.48612,1.63752264723
876539,N1CN(c2cscc2)C(N(C1)c1cscc1)c1nncs1,F7-F9-F7-F8,204.2062,1397.34,285.345491508,1.5485,209.4171,4,335.47082,1.56551066735
623304,c1ccc(nc1)c1ccccc1c1ccc(cn1)c1cccs1,F7-F11-F5-F11,248.191,1181.62,293.26744942,1.6141,266.038,4,314.40356,1.67019397696
313351,C1NCN(CN1)c1occ(c1)c1ccoc1c1ccco1,F15-F15-F9-F15,197.7799,1311.12,259.313182488,1.5947,204.3063,4,285.2979,1.61911603638
479794,c1cnc(cn1)c1cnc(c(c1)c1cccs1)c1ccco1,F7-F11-F15-F12,236.3367,1270.11,300.173606037,1.6559,251.3135,4,305.35374,1.70971917406
1390831,c1csc(c1)N1CNCN(C1)c1cccc2c1c(ccc2)c1nccs1,F9-F16-F14-F7,271.161,1293.74,350.81183214,1.6092,276.0255,4,378.51372,1.62284088425
1243509,c1cnc(cn1)c1cc(cc2c1cccc2)c1ccnc(c1)c1cncs1,F11-F16-F14-F12,297.5476,1255.14,373.463894664,1.6868,307.5699,4,366.43836,1.71695375959
1133071,c1csc(c1)c1cc2cc(ccc2cc1c1ccoc1)c1scnn1,F8-F16-F7-F15,283.3474,1306.45,370.17921073,1.6936,299.8258,4,360.45208,1.74680389311
100470,N1CNC(NC1)(Oc1ccco1)c1ccccn1,F3-F15-F9-F11,148.0636,1266.23,187.482572228,1.4808,150.6148,4,246.26516,1.49055650286
197852,SN1CNCN(C1)c1cocc1c1ccccn1,F2-F9-F15-F11,164.6349,1289.34,212.270361966,1.5167,168.6158,4,262.33076,1.53163047595
1113889,C1CSC(CS1)C1NCNCN1c1ccnc(c1)c1ccncc1,F6-F9-F11-F11,242.3053,1262.25,305.849864925,1.5486,251.0276,4,359.51214,1.5726807422
1409267,C1CSC(CS1)c1coc(c1)c1ccc2c(c1c1ccncc1)cccc2,F15-F16-F6-F11,294.4169,1218.32,358.693997608,1.6043,306.1028,4,389.53306,1.6343790507
248481,Sc1cnccc1c1ccncc1N1CNCNC1,F9-F11-F11-F2,179.2672,1265.57,226.875190304,1.5326,186.4597,4,273.3567,1.55841530285
549551,c1occ(c1)c1csc(n1)c1ccc(cc1)c1cncs1,F5-F14-F14-F15,236.5869,1332.26,315.195263394,1.6836,252.471,4,310.3934,1.74401947353
443877,c1ccc(cc1)c1ccc(o1)c1ccc(s1)c1cccnc1,F7-F11-F15-F5,276.7727,1227.91,339.851966057,1.7777,297.7141,4,303.37762,1.85942813192
728963,C1CCC(C1)N1CN(CN(C1)c1cnsn1)c1cnsn1,F9-F13-F13-F10,198.0598,1334.14,264.239501572,1.5226,196.7675,4,323.44028,1.51856085908
1098583,c1cnc(c(n1)C1CCCC1)c1cc2ccccc2cc1c1ncsc1,F14-F16-F12-F10,274.8801,1162.44,319.531623444,1.5826,284.9656,4,357.47136,1.60909028304
74728,Cc1oc(cc1c1ccccc1)c1nccs1,F1-F15-F14-F5,185.7087,1197.86,222.453023382,1.6052,191.8581,4,241.30824,1.63023516935
326404,Cc1ccccc1c1ccc(cn1)C1SCCSC1,F1-F5-F11-F6,208.8636,1175.74,245.569289064,1.5514,216.249,4,287.44288,1.5751974503
1148261,c1coc(c1)c1cccc2c1cc(cc2)c1scc(n1)c1nncs1,F14-F16-F8-F15,276.4866,1321.61,365.407455426,1.6797,294.3039,4,361.44014,1.73721056506
1340884,C1NCN(CN1)c1ncsc1C1SCCSC1C1NCNCN1,F9-F14-F6-F9,222.7698,1370.75,305.36170335,1.523,231.936,4,373.56362,1.54889014591
93099,C1CCC(C1)Cc1nccnc1c1cscn1,F1-F12-F10-F14,169.0462,1149.93,194.391296766,1.504,174.1282,4,245.3433,1.52199372378
552643,C1CC(C(C1)c1cncs1)c1ccccc1c1cscc1,F10-F14-F5-F7,211.7906,1182.34,250.408498004,1.5127,217.9167,4,311.46428,1.53047153814
655152,C1NCN(CN1)c1ccsc1c1occ(c1)c1cccs1,F7-F9-F15-F7,219.0616,1313.61,287.761508376,1.5928,229.2157,4,317.4291,1.62706489444
152318,N1CNC(NC1)OC1NCN(CN1)c1ccco1,F3-F9-F15-F9,146.1044,1330.66,194.415280904,1.4832,151.4996,4,254.28892,1.50429672443
690786,c1ccc(nc1)c1ccccc1c1csc(n1)c1cscc1,F7-F14-F5-F11,235.5966,1241.41,292.471975206,1.5978,248.982,4,320.43128,1.64039869431
1140877,C1CSC(C(S1)c1ccsc1c1cccs1)c1ccccn1,F7-F7-F6-F11,238.1707,1288.9,306.97821523,1.5473,250.6755,4,361.5677,1.58241438989
1007667,n1ccc(cc1)c1occ(c1)c1ccc2c(c1)cccc2c1ccccn1,F15-F16-F11-F11,300.2205,1198.32,359.76022956,1.6985,311.7056,4,348.39664,1.73360004279
623888,c1cnc(cn1)c1ccc(cc1)c1ccc(cc1)c1cscc1,F5-F7-F5-F12,265.1364,1240.06,328.785044184,1.7101,289.2614,4,314.40356,1.79711377179
321129,Oc1c(ccc2c1cccc2)c1ccc(cc1)c1cocc1,F5-F15-F16-F3,235.0424,1199.24,281.872247776,1.6571,246.4989,4,286.32396,1.69838600992
880844,C1NCN(C(N1)c1nsnc1)c1cnc(s1)c1cccs1,F7-F14-F9-F13,214.8986,1448.33,311.244089338,1.6078,219.4588,4,336.45888,1.62386935284
70046,c1ccc(cn1)c1ccncc1c1nccs1,F11-F14-F11,162.3883,1245.7,202.28710531,1.5444,172.362,3,239.29566,1.5853458497
750457,Sc1c(ccc2c1cccc2c1cccs1)c1ccsc1,F7-F16-F7-F2,243.1061,1285.83,312.593116563,1.6394,257.5159,4,324.48288,1.68795078928
1336391,C1NCN(C(N1)c1ccc2c(c1)ccc(c2)c1cscn1)c1cccnc1,F9-F16-F14-F11,280.7014,1258.71,353.321659194,1.625,291.8015,4,373.47406,1.65624501863
518477,Sc1cocc1c1csc(c1)c1cccc2c1cccc2,F7-F16-F15-F2,225.3577,1270.6,286.33949362,1.6105,238.2335,4,308.41728,1.65456240154
485739,C1NCN(CN1)c1coc(c1)c1ccccc1c1cccnc1,F5-F15-F9-F11,224.0821,1203.93,269.779162653,1.5721,232.0539,4,306.36172,1.59712635218
448389,C1CCC(C1)c1ccc(o1)c1nsnc1c1nncs1,F10-F15-F13-F8,199.7521,1328.8,265.43059048,1.5653,204.2574,4,304.39058,1.58088041317
1210051,n1ccc(cc1)c1cscc1c1cccc2c1cc(cc2)c1cccnc1,F7-F16-F11-F11,286.3894,1186.29,339.740881326,1.6136,298.9779,4,364.46224,1.64755575735
618710,Sc1cc2ccccc2c(c1)c1ncccc1c1ccncc1,F11-F16-F11-F2,238.8227,1179.39,281.665104153,1.5842,248.6042,4,314.40356,1.61390951723
627620,C1NCN(C(N1)C1CCCC1)c1ccc(cc1)c1nsnc1,F5-F13-F9-F10,220.3954,1217.24,268.274096696,1.5484,228.5601,4,315.43644,1.5731819506
395273,c1cc(c(o1)c1ccco1)c1ccc(s1)c1cscn1,F15-F15-F7-F14,222.3673,1347.76,299.697752248,1.6713,240.7513,4,299.36746,1.74422018319
980101,S1CC(SC(C1)c1cocc1)c1cnc(s1)c1cccnc1,F11-F14-F6-F15,242.5888,1326.15,321.70913712,1.6106,251.7702,4,346.49016,1.63957878509
1031257,C1CSC(CS1)C1NCNCN1c1ccc(o1)c1cncs1,F6-F9-F15-F14,232.5499,1341.23,311.902902377,1.5714,242.8654,4,354.51392,1.60272179066
1153710,C1CCC(C1)(c1cncs1)c1cc2ccccc2c(c1)c1cscn1,F10-F16-F14-F14,264.8524,1211.16,320.778632784,1.5755,272.7551,4,362.51102,1.59661378485
159103,N1CNC(NC1)c1ncccc1Cc1cccnc1,F9-F11-F1-F11,171.7198,1202.2,206.44154356,1.5162,174.5085,4,255.31828,1.52623459022
718200,Sc1cccc2c1c(ccc2c1ccncc1)C1NCNCN1,F9-F16-F11-F2,235.8812,1266.05,298.63739326,1.6087,247.1646,4,322.42732,1.6453539167
241547,Sc1ccc(nc1)c1ncc(s1)c1ccncc1,F2-F11-F14-F11,212.937,1329.18,283.03160166,1.7077,227.4863,4,271.36066,1.77213855467
449500,C1NCN(CN1)c1c(coc1c1nccs1)C1CCCC1,F10-F15-F14-F9,208.8279,1228.67,256.580575893,1.5425,219.219,4,304.4105,1.57542386576
192086,C1CCC(C1)c1ccnc(c1)Sc1nccs1,F2-F14-F11-F10,173.6813,1199.64,208.355034732,1.5053,186.7901,4,262.39366,1.55116752913
617249,ON1CNC(NC1C1NCNCN1)c1ccc2c(c1)cccc2,F9-F16-F9-F3,213.169,1247.19,265.86224511,1.5447,218.6379,4,314.38548,1.56162731665
104450,Cc1ccc(s1)c1cocc1c1cncs1,F1-F7-F15-F14,163.4188,1296.43,211.861034884,1.5532,167.1966,4,247.33596,1.56873517421
829638,n1csc(c1)c1cnc(s1)c1ncc(nc1)c1nccs1,F14-F14-F12-F14,268.1901,1455.45,390.337281045,1.8396,287.5108,4,329.42318,1.92637924496
1067657,s1ncc(n1)C1SCCSC1(C1CCCC1)c1ncsc1,F6-F14-F13-F10,218.007,1324.06,288.65434842,1.5187,220.4584,4,355.56488,1.52566197735
665461,s1ncc(n1)c1cc(oc1c1nccs1)c1cccs1,F7-F15-F13-F14,233.8437,1427.42,333.793174254,1.7153,241.3254,4,317.40918,1.74548756524
81699,Cc1cc2ccc(cc2cc1O)C1NCNCN1,F9-F16-F3-F1,180.0172,1212.79,218.323059988,1.5854,182.9887,4,243.30428,1.5973036324
19149,Oc1csc(c1c1cocc1)S,F2-F7-F3-F15,116.25,1408.98,163.793925,1.5296,120.4887,4,198.26204,1.55294934875
694047,o1ccc(c1)N1CNCN(C1)N1CNCN(C1)c1ccsc1,F9-F9-F7-F15,202.2856,1297.41,262.447360296,1.5242,201.3635,4,320.4132,1.52139420226
268558,C1NCN(CN1)c1nccc(c1)Sc1cscn1,F2-F14-F11-F9,182.452,1358.81,247.91760212,1.5775,189.8869,4,279.38442,1.60653998608
290730,ON1CNC(NC1)C1SCCSC1C1CCCC1,F6-F9-F3-F10,174.4317,1211.33,211.294351161,1.4578,179.1143,4,289.46052,1.47216312978
1443794,C1CSC(CS1)c1cc(c2nccs2)c2c(c1C1CCCC1)cccc2,F14-F16-F10-F6,292.575,1170.34,342.4122255,1.5568,308.6642,4,397.61972,1.59437840909
1499608,C1CSC(CS1)(c1nsnc1)c1c(ccc2c1cccc2)c1nncs1,F6-F16-F13-F8,278.6129,1351.31,376.492397899,1.5941,281.4865,4,414.59056,1.60162054414
1251668,N1CNC(NC1)(c1ccc(nc1)c1ccncc1)c1cccc2c1cccc2,F9-F16-F11-F11,283.1433,1190.78,337.161378774,1.6017,290.0699,4,367.44634,1.62003103522
295156,Cc1ccc2c(c1)c(ccc2)c1coc(c1)c1cscc1,F15-F16-F7-F1,230.8207,1180.96,272.590013872,1.619,237.7199,4,290.37886,1.64223444287
1099761,n1ccc(cc1)C1CSC(CS1)c1cccc(n1)c1cscn1,F6-F11-F14-F11,243.2099,1303.49,317.021672551,1.5769,246.817,4,357.5161,1.58744542659
713104,C1NCN(CN1)c1ccc(cc1)c1scc(c1)c1ccccn1,F5-F7-F9-F11,253.5059,1261.88,319.894025092,1.6636,269.1248,4,322.42732,1.71674886797
1307850,c1nc(c(s1)c1cccc2c1cccc2)c1ccncc1c1scnc1,F14-F16-F11-F14,259.8028,1268.33,329.515685324,1.5772,277.2502,4,371.47802,1.62545496846
951982,Oc1cccc2c1ccc(c2)c1ccc2c(c1)c(ccc2)c1nccs1,F3-F16-F16-F14,295.2423,1224.18,361.429718814,1.6898,315.9514,4,353.4363,1.75376859263
397790,c1ncc(nc1)c1cnccc1c1cccc(c1)c1ccco1,F5-F15-F11-F12,222.1,1192.67,264.892007,1.5755,238.2288,4,299.32602,1.62761778836
1381486,c1nnc(s1)c1cc2ccccc2cc1c1ccc(s1)c1cscn1,F8-F16-F7-F14,286.1825,1326.79,379.704079175,1.6753,307.6742,4,377.50574,1.74194353781
917985,Oc1nccnc1C1(CSCCS1)c1cccc2c1cccc2,F3-F12-F6-F16,238.0367,1253.23,298.314733541,1.5686,240.1247,4,340.46244,1.57468762299
260960,c1ccc(nc1)c1cc(oc1c1ccco1)c1ccco1,F15-F15-F11-F15,224.686,1226.18,275.50547948,1.6649,231.0632,4,277.27414,1.68913423199
15076,OCc1cncc(n1)c1cnccn1,F1-F12-F3-F12,126.6742,1243.43,157.510500506,1.538,128.346,4,188.18602,1.5465396838
158777,Cc1nccc(c1)c1cncc(n1)c1nncs1,F1-F11-F12-F8,179.2329,1279.31,229.294441299,1.586,184.6065,4,255.29836,1.60779280562
544573,c1ccc(cc1)c1ccc(s1)c1nsnc1c1cocc1,F5-F7-F13-F15,223.2628,1336.31,298.348312268,1.6376,236.3258,4,310.3934,1.68532765815
1135682,c1sc(c(n1)c1ccco1)c1cccc2c1cccc2c1cscn1,F14-F16-F14-F15,263.7223,1282.73,338.284505879,1.6188,272.2098,4,360.45208,1.64383088421
336138,Oc1ccc(c2c1cccc2c1ncsc1)c1ccco1,F15-F16-F3-F14,207.3909,1290.56,267.650399904,1.5975,216.6108,4,293.33974,1.63073224989
745761,C1NCN(CN1)c1ccc(cc1)c1ccnc(c1)c1nsnc1,F5-F9-F11-F13,240.2245,1319.36,316.94259632,1.6508,251.8307,4,324.40344,1.69120395209
1196194,N1CNC(NC1)C1NCNC(N1)c1cc(cc2c1cccc2)c1ccco1,F9-F16-F9-F15,270.5044,1243.46,336.361401224,1.6061,277.4253,4,364.44416,1.62541155629
582288,Sc1csc(n1)c1cccnc1C1CSCCS1,F6-F11-F14-F2,201.9406,1352.27,273.078215162,1.5667,209.968,4,312.49708,1.59444612875
794401,Sc1c(ccc2c1cccc2)c1scc(c1)c1ccncc1,F7-F16-F11-F2,249.7925,1260.48,314.8584504,1.6581,263.8851,4,319.44322,1.70612551677
167037,Sc1occc1c1ccccc1c1ccsc1,F5-F15-F2-F7,173.1045,1252.52,216.81684834,1.5397,181.2641,4,258.3586,1.57062724665
1383013,n1csc(c1)c1cccc2c1c(ccc2)c1ncsc1c1nccs1,F14-F16-F14-F14,257.9025,1316.56,339.5441154,1.5871,268.4686,4,377.50574,1.61696269276
1511668,C1CSC(CS1)C1CSC(CS1)c1ccc2c(c1c1nccs1)cccc2,F6-F16-F6-F14,314.0979,1278.01,401.420257179,1.5848,322.32,4,447.72314,1.60371191256
400018,C1CCC(C1)c1cocc1c1csc(c1)c1cscc1,F10-F15-F7-F7,211.807,1221.34,258.68836138,1.5567,219.4345,4,300.43834,1.58117511752
65629,n1ccc(cc1)Oc1ccccc1c1ccco1,F3-F5-F15-F11,169.3386,1175.61,199.076151546,1.5396,173.4982,4,237.25334,1.55562654535
1062838,c1cnc(cn1)c1cc2ccccc2cc1c1cnc(s1)c1ccco1,F14-F16-F12-F15,291.7399,1250.73,364.887845127,1.6933,309.0667,4,355.41242,1.74764437492
1390736,c1csc(c1)C1NCNCN1c1ccc2c(c1)ccc(c2)c1nccs1,F9-F16-F14-F7,298.2171,1304.83,389.122618593,1.6945,310.1888,4,378.51372,1.73106172181
773692,c1ccc(cn1)C1NCN(CN1c1nncs1)c1cnccn1,F9-F11-F12-F8,209.6421,1346.76,282.337594596,1.5598,213.2037,4,326.37956,1.57140991806
494223,c1ccc(nc1)C1CCC(C1)(c1cccnc1)c1cccs1,F7-F10-F11-F11,216.23,1159.73,250.7684179,1.5237,223.4079,4,306.42462,1.54459563413
323280,Sc1scc(n1)c1nnc(s1)C1NCNCN1,F8-F9-F14-F2,173.4757,1486.98,257.954896386,1.5881,177.5553,4,286.4002,1.60518195014
181499,Sc1scc(c1)c1cncc(n1)c1cocc1,F2-F7-F12-F15,181.4301,1344.61,243.952726761,1.6176,184.3349,4,260.33472,1.62997671736
1407634,C1CSC(CS1)(C1CCCC1)C1SCCSC1c1cscn1,F6-F10-F6-F14,244.0294,1276.42,311.484006748,1.5092,248.1625,4,389.68552,1.51949252861
781267,Sc1ccc2c(c1)c(ccc2c1cnsn1)c1scnc1,F13-F16-F14-F2,233.2931,1381.28,322.243093168,1.6568,248.1824,4,327.44706,1.71111873676
667951,C1NCN(CN1)c1csc(n1)c1scc(c1)c1cocc1,F7-F14-F9-F15,221.1477,1345.59,297.574133643,1.6155,228.7101,4,318.41716,1.64198473625
959732,n1ccc(cc1)c1ccc(c2c1ccc(c2)c1ccoc1)c1cccs1,F7-F16-F11-F15,277.8234,1209.44,336.010732896,1.6288,295.5102,4,353.4363,1.67995971592
530592,Sc1scc(n1)c1ccc(c2c1cccc2)c1cocc1,F14-F16-F15-F2,227.773,1295.94,295.18014162,1.6316,239.7936,4,309.40534,1.67406995025
256514,Sc1scnc1c1ccccc1c1scnc1,F5-F14-F14-F2,175.3065,1354.08,237.37902552,1.5549,183.5506,4,276.40032,1.58690499221
628914,C1NCN(CN1)N1CNCN(C1c1ccoc1)c1ccncc1,F9-F9-F11-F15,201.5857,1260.99,254.197551843,1.5143,203.075,4,315.37354,1.5188198601
1259025,n1ccc(cc1)N1CNCNC1c1ccc2c(c1)cc(cc2)c1ccccn1,F9-F16-F11-F11,299.1399,1205.82,360.708874218,1.6547,310.0431,4,367.44634,1.68533729434
846852,C1NCN(CN1)C1NCN(CN1c1cscc1)c1cccnc1,F9-F11-F7-F9,217.9468,1297.69,282.827382892,1.5507,225.8161,4,331.43914,1.57488741689
1503713,C1CSC(CS1)c1cccc2c1ccc(c2)N1CNCNC1c1nsnc1,F9-F16-F13-F6,289.8417,1330.4,385.60539768,1.61,294.5179,4,415.59854,1.62231371314
209715,Sc1ccsc1c1cscc1c1ccco1,F7-F7-F2-F15,174.8928,1373.68,240.246741504,1.5945,175.6106,4,264.38632,1.59753642718
815303,n1ccc(cc1)c1sccc1c1csc(n1)c1nncs1,F7-F14-F11-F8,216.6276,1375.53,297.977762628,1.5934,228.2915,4,328.43512,1.63332778041
280161,Sc1nsnc1c1cscc1c1cscc1,F7-F7-F13-F2,169.769,1473.53,250.15971457,1.5762,174.3075,4,282.42804,1.59511545582
1391662,c1csc(n1)c1scc(n1)c1cc(cc2c1cccc2)c1nsnc1,F14-F16-F14-F13,287.3118,1364.13,391.930645734,1.7011,296.4108,4,378.4938,1.73016144563
144472,Cc1cnccc1c1ncc(s1)c1ccncc1,F1-F11-F14-F11,188.4852,1227.77,231.416474004,1.5984,206.5363,4,253.32224,1.67119154803
298195,n1ccc(cc1)c1ccncc1C1(CCCC1)c1ccco1,F10-F15-F11-F11,199.8563,1122.75,224.388660825,1.4893,207.422,4,290.35902,1.51129329006
451426,Cc1ccc(c2c1c(ccc2)c1nsnc1)c1cnccn1,F13-F16-F12-F1,226.5662,1261.09,285.720369158,1.619,238.5695,4,304.36898,1.66049265003
795236,Sc1ccc(nc1)c1ccsc1c1cccc2c1cccc2,F7-F16-F11-F2,243.4279,1227.39,298.780970181,1.6162,257.6687,4,319.44322,1.66182743237
